,Subject Area,Level of study,Country of HE provider,Female,Male,Other,Total,Female (%),Male (%),Other (%),Avg. % change of female per year (after 5 years),Avg. % change of male per year (after 5 years),Avg. % change of other per year (after 5 years)
35,(2) Subjects allied to medicine,All,All,229895,60325,230,290445,79.15267950902924,20.76985315636351,0.07918883093184596,-0.05148582740411456,0.033934897436770584,0.017981304048492915
36,(2) Subjects allied to medicine,All,England,183910,49890,200,234005,78.59233777056046,21.32005726373368,0.08546825922523023,-0.15100251675824694,0.13075533439271858,0.01971300574537202
37,(2) Subjects allied to medicine,All,Northern Ireland,7935,1585,0,9525,83.30708661417323,16.64041994750656,0.0,0.28125841919856853,-0.2943817787786207,0.0
38,(2) Subjects allied to medicine,All,Scotland,25520,5635,20,31175,81.86046511627907,18.075380914194067,0.06415396952686447,0.4244514983059773,-0.4360699058220634,0.011618407516086698
39,(2) Subjects allied to medicine,All,Wales,12530,3210,10,15750,79.55555555555556,20.38095238095238,0.06349206349206349,0.20634920634920562,-0.21230158730158788,0.015873015873015872
40,(2) Subjects allied to medicine,All postgraduate,All,57145,19785,115,77040,74.1757528556594,25.681464174454828,0.14927310488058151,-0.015397355483010244,-0.01830190080411853,0.035321790035829775
41,(2) Subjects allied to medicine,All postgraduate,England,45325,16045,105,61475,73.72915819438796,26.10004066693778,0.17080113867425784,-0.23736665469149898,0.1996489310593086,0.040209004150378105
42,(2) Subjects allied to medicine,All postgraduate,Northern Ireland,2025,425,0,2450,82.6530612244898,17.346938775510203,0.0,-0.0006913334439424546,0.0006913334439468954,0.0
43,(2) Subjects allied to medicine,All postgraduate,Scotland,6785,2250,5,9040,75.05530973451327,24.88938053097345,0.05530973451327434,1.237372407173293,-1.2511998408016112,0.013827433628318585
44,(2) Subjects allied to medicine,All postgraduate,Wales,3010,1060,5,4075,73.86503067484662,26.012269938650306,0.1226993865030675,0.4497287430918213,-0.5217259037671758,0.030674846625766874
45,(2) Subjects allied to medicine,All undergraduate,All,172750,40540,115,213405,80.94936857149551,18.99674328155385,0.05388814695063377,0.020288061505038257,-0.032584927255319585,0.011709280256590446
46,(2) Subjects allied to medicine,All undergraduate,England,138585,33845,95,172525,80.32748876974351,19.617446746848284,0.055064483408201706,-0.03821390703166472,0.025155841011379465,0.012350011188518082
47,(2) Subjects allied to medicine,All undergraduate,Northern Ireland,5910,1165,0,7075,83.53356890459364,16.46643109540636,0.0,0.37491764987722576,-0.3749176498772231,0.0
48,(2) Subjects allied to medicine,All undergraduate,Scotland,18735,3385,15,22135,84.6397108651457,15.292523153377005,0.0677659814772984,0.20191613327484248,-0.21282481011134724,0.010908676836506067
49,(2) Subjects allied to medicine,All undergraduate,Wales,9520,2150,5,11670,81.57669237360754,18.42330762639246,0.042844901456726654,0.1722409785193797,-0.1722409785193788,0.010711225364181664
50,(2) Subjects allied to medicine,First degree,All,138815,33520,45,172380,80.52848358278223,19.44541130061492,0.02610511660285416,0.0789480920676695,-0.08387759032865727,0.004929498260987228
51,(2) Subjects allied to medicine,First degree,England,109950,27765,35,137750,79.81851179673322,20.156079854809438,0.025408348457350273,0.04325395138421584,-0.04862348858501697,0.004386987287266352
52,(2) Subjects allied to medicine,First degree,Northern Ireland,5155,1050,0,6205,83.07816277195809,16.921837228041902,0.0,0.6320161350327425,-0.6074581782547508,0.0
53,(2) Subjects allied to medicine,First degree,Scotland,16150,2925,10,19085,84.6214304427561,15.32617238669112,0.052397170552790154,0.055181347469282827,-0.0682806401074787,0.005754991815635846
54,(2) Subjects allied to medicine,First degree,Wales,7565,1775,0,9340,80.99571734475374,19.00428265524625,0.0,0.23857022016633422,-0.22130502679617248,0.0
55,(2) Subjects allied to medicine,Other undergraduate,All,33935,7020,65,41025,82.71785496648386,17.111517367458866,0.15843997562461914,0.007841879416940145,-0.04827340871388408,0.03738460668877896
56,(2) Subjects allied to medicine,Other undergraduate,England,28640,6075,60,34775,82.35801581595975,17.46944644140906,0.17253774263120059,-0.06685691777894576,0.02625669398125563,0.043134435657800146
57,(2) Subjects allied to medicine,Other undergraduate,Northern Ireland,755,110,0,870,86.7816091954023,12.643678160919542,0.0,-1.0039842042169091,0.8603060432973701,0.0
58,(2) Subjects allied to medicine,Other undergraduate,Scotland,2585,460,5,3050,84.75409836065573,15.081967213114755,0.16393442622950818,0.8844705361098768,-0.9254541426672569,0.040983606557377046
59,(2) Subjects allied to medicine,Other undergraduate,Wales,1955,370,0,2330,83.90557939914163,15.879828326180256,0.0,0.09845052430360823,-0.15209859297313688,0.0
60,(2) Subjects allied to medicine,Postgraduate (research),All,5130,3175,15,8315,61.69573060733614,38.18400481058328,0.1803968731208659,0.19812620022113236,-0.22819234574127734,0.04509921828021648
61,(2) Subjects allied to medicine,Postgraduate (research),England,3995,2525,10,6530,61.1791730474732,38.667687595712096,0.1531393568147014,0.20963511101671806,-0.24791995022039437,0.03828483920367535
62,(2) Subjects allied to medicine,Postgraduate (research),Northern Ireland,110,70,0,180,61.111111111111114,38.88888888888889,0.0,1.2152777777777786,-1.2152777777777768,0.0
63,(2) Subjects allied to medicine,Postgraduate (research),Scotland,780,435,0,1215,64.19753086419753,35.80246913580247,0.0,-0.19485691528702276,0.19485691528702276,0.0
64,(2) Subjects allied to medicine,Postgraduate (research),Wales,250,145,0,395,63.29113924050633,36.708860759493675,0.0,0.7492553983618784,-0.7492553983618748,0.0
65,(2) Subjects allied to medicine,Postgraduate (taught),All,52015,16610,100,68725,75.68570389232448,24.168788650418335,0.14550745725718442,-0.10655434044421597,0.07473453045000866,0.03409833715425235
66,(2) Subjects allied to medicine,Postgraduate (taught),England,41335,13520,90,54945,75.22977522977523,24.606424606424607,0.16380016380016382,-0.3643353336604882,0.32906581986336647,0.03810977737358106
67,(2) Subjects allied to medicine,Postgraduate (taught),Northern Ireland,1915,355,0,2270,84.36123348017621,15.638766519823788,0.0,-0.20049281689956544,0.20049281689956766,0.0
68,(2) Subjects allied to medicine,Postgraduate (taught),Scotland,6005,1815,5,7825,76.74121405750799,23.19488817891374,0.06389776357827476,1.4439907730642538,-1.4599652139588244,0.01597444089456869
69,(2) Subjects allied to medicine,Postgraduate (taught),Wales,2760,920,5,3680,75.0,25.0,0.1358695652173913,0.39498141263940667,-0.3949814126394058,0.033967391304347824
70,(3) Biological sciences,All,All,156865,84565,325,241755,64.88593824326281,34.97962813592273,0.13443362081446092,0.9897708969247123,-1.0216050780556536,0.031242773106718937
71,(3) Biological sciences,All,England,127675,67865,165,195705,65.23849671699752,34.677192713522906,0.08431056947957384,1.0028260627102377,-1.0224322512837816,0.019606188573542665
72,(3) Biological sciences,All,Northern Ireland,2315,1430,0,3745,61.815754339118826,38.184245660881174,0.0,0.17435470961715538,-0.17435470961715716,0.0
73,(3) Biological sciences,All,Scotland,16505,8120,140,24765,66.64647688269736,32.78820916616193,0.5653139511407228,0.43040534784196893,-0.571733835627148,0.1413284877851807
74,(3) Biological sciences,All,Wales,10375,7150,20,17545,59.1336563123397,40.75235109717868,0.1139925904816187,1.7127449098547807,-1.7334256716090195,0.02068076175423832
75,(3) Biological sciences,All postgraduate,All,31775,14915,115,46805,67.88804614891572,31.866253605384042,0.2457002457002457,0.801491306015059,-0.8593036506771119,0.05781234466205565
76,(3) Biological sciences,All postgraduate,England,26340,12015,95,38455,68.49564425952413,31.244311532960605,0.24704199713951372,0.7784279815186324,-0.8347191171086452,0.057400541140476616
77,(3) Biological sciences,All postgraduate,Northern Ireland,530,280,0,810,65.4320987654321,34.5679012345679,0.0,0.25064214102245685,-0.2506421410224551,0.0
78,(3) Biological sciences,All postgraduate,Scotland,2725,1485,15,4220,64.57345971563981,35.18957345971564,0.35545023696682465,0.8131762496646715,-0.8724179558258083,0.08886255924170616
79,(3) Biological sciences,All postgraduate,Wales,2175,1135,5,3320,65.51204819277109,34.18674698795181,0.15060240963855423,1.3904498591380463,-1.4657510639573221,0.03765060240963856
80,(3) Biological sciences,All undergraduate,All,125090,69650,210,194950,64.16517055655297,35.727109515260324,0.10771992818671454,0.9933462711816894,-1.018861906091006,0.025515634909317242
81,(3) Biological sciences,All undergraduate,England,101335,55850,65,157250,64.44197138314786,35.51669316375199,0.04133545310015898,1.0145500574275506,-1.0239988396291633,0.00944878220161342
82,(3) Biological sciences,All undergraduate,Northern Ireland,1780,1155,0,2935,60.6473594548552,39.3526405451448,0.0,0.12151728306863951,-0.12151728306863774,0.0
83,(3) Biological sciences,All undergraduate,Scotland,13775,6635,125,20540,67.06426484907497,32.30282375851996,0.6085686465433301,0.37951159042000526,-0.5377394385212693,0.15214216163583252
84,(3) Biological sciences,All undergraduate,Wales,8200,6010,15,14225,57.64499121265377,42.249560632688926,0.1054481546572935,1.61618342548104,-1.63360411936711,0.017420693886068726
85,(3) Biological sciences,First degree,All,121240,66790,90,188120,64.44822453752924,35.50393365936636,0.04784180310440145,0.877435803611009,-0.8886485796555235,0.01121277604451559
86,(3) Biological sciences,First degree,England,98850,54120,65,153030,64.59517741619291,35.36561458537542,0.042475331634320074,0.9758383792054612,-0.9847154805521878,0.009693934647388748
87,(3) Biological sciences,First degree,Northern Ireland,1735,1120,0,2855,60.770577933450085,39.229422066549915,0.0,-0.0482193040128962,0.048219304012894426,0.0
88,(3) Biological sciences,First degree,Scotland,12790,6085,15,18890,67.70778189518263,32.21281101111699,0.07940709370037057,0.4500044346829881,-0.4698562081080855,0.01985177342509264
89,(3) Biological sciences,First degree,Wales,7865,5465,15,13340,58.95802098950524,40.96701649175412,0.11244377811094453,0.6008497851914374,-0.6090862131959227,0.02811094452773613
90,(3) Biological sciences,Other undergraduate,All,3850,2860,115,6830,56.36896046852124,41.874084919472914,1.6837481698389458,2.3037283677830516,-2.7299121904973074,0.4078822121725302
91,(3) Biological sciences,Other undergraduate,England,2485,1730,5,4220,58.88625592417062,40.99526066350711,0.11848341232227488,1.3485155011741252,-1.3575940370813164,0.02962085308056872
92,(3) Biological sciences,Other undergraduate,Northern Ireland,45,35,0,75,60.0,46.666666666666664,0.0,6.666666666666668,-4.999999999999998,0.0
93,(3) Biological sciences,Other undergraduate,Scotland,990,550,115,1650,60.0,33.33333333333333,6.969696969696971,-0.20912547528517145,-1.4575411913814964,1.7424242424242427
94,(3) Biological sciences,Other undergraduate,Wales,335,550,0,880,38.06818181818182,62.5,0.0,4.4211221931545674,-4.2191247002398065,-0.05995203836930455
95,(3) Biological sciences,Postgraduate (research),All,9680,5995,40,15715,61.59720012726694,38.14826598790964,0.2545338848234171,0.4217836015158021,-0.47676954591432263,0.06363347120585428
96,(3) Biological sciences,Postgraduate (research),England,8135,4995,35,13170,61.76917236142748,37.92710706150342,0.26575550493545935,0.3961908271548573,-0.4721209714221324,0.06643887623386484
97,(3) Biological sciences,Postgraduate (research),Northern Ireland,125,80,0,205,60.97560975609756,39.02439024390244,0.0,-0.5724240915878553,0.5724240915878536,0.0
98,(3) Biological sciences,Postgraduate (research),Scotland,895,585,0,1480,60.47297297297297,39.52702702702703,0.0,0.7859956862399837,-0.7859956862399855,0.0
99,(3) Biological sciences,Postgraduate (research),Wales,525,335,0,860,61.04651162790697,38.95348837209303,0.0,0.3287420009364741,-0.16095676603714537,0.0
100,(3) Biological sciences,Postgraduate (taught),All,22095,8920,75,31090,71.0678674815053,28.690897394660663,0.24123512383403023,0.7446343641728497,-0.7987396711859516,0.05410530701309813
101,(3) Biological sciences,Postgraduate (taught),England,18205,7020,60,25285,71.99920901720388,27.76349614395887,0.2372948388372553,0.7208297333929679,-0.7726862985383578,0.051856565145395064
102,(3) Biological sciences,Postgraduate (taught),Northern Ireland,405,200,0,605,66.94214876033058,33.057851239669425,0.0,0.4855371900826455,-0.48553719008264373,0.0
103,(3) Biological sciences,Postgraduate (taught),Scotland,1835,895,10,2740,66.97080291970804,32.66423357664234,0.36496350364963503,0.48130255363521357,-0.5725434295476219,0.09124087591240876
104,(3) Biological sciences,Postgraduate (taught),Wales,1655,805,5,2460,67.27642276422763,32.72357723577235,0.20325203252032523,1.8981570744561171,-1.8981570744561207,0.05081300813008131
105,(4) Veterinary science,All,All,6520,1875,5,8400,77.61904761904762,22.321428571428573,0.05952380952380953,0.35815173527037913,-0.3730326876513308,0.014880952380952382
106,(4) Veterinary science,All,England,5185,1580,5,6770,76.58788774002954,23.338257016248154,0.07385524372230429,0.21716756216503796,-0.2644000727503899,0.01846381093057607
107,(4) Veterinary science,All,Scotland,1330,295,0,1630,81.59509202453987,18.098159509202453,0.0,1.025782652437215,-1.1024697690016376,0.0
108,(4) Veterinary science,All postgraduate,All,1685,720,0,2410,69.91701244813278,29.87551867219917,0.0,0.9148359341190861,-0.9667031540360966,0.0
109,(4) Veterinary science,All postgraduate,England,1515,655,0,2175,69.6551724137931,30.114942528735632,0.0,0.7471264367816097,-0.6194125159642407,0.0
110,(4) Veterinary science,All postgraduate,Scotland,170,65,0,235,72.3404255319149,27.659574468085108,0.0,2.9065349544072987,-2.9065349544072943,0.0
111,(4) Veterinary science,All undergraduate,All,4835,1155,0,5990,80.7178631051753,19.28213689482471,0.0,0.7350213318493779,-0.7350213318493779,0.0
112,(4) Veterinary science,All undergraduate,England,3670,925,0,4595,79.86942328618063,20.130576713819366,0.0,0.6816415358308703,-0.681641535830873,0.0
113,(4) Veterinary science,All undergraduate,Scotland,1165,230,0,1395,83.51254480286738,16.48745519713262,0.0,1.0901503349924653,-1.0901503349924644,0.0
114,(4) Veterinary science,First degree,All,4835,1155,0,5990,80.7178631051753,19.28213689482471,0.0,0.7514578867474739,-0.7268030544003317,0.0
115,(4) Veterinary science,First degree,England,3670,925,0,4595,79.86942328618063,20.130576713819366,0.0,0.6787101307106838,-0.6787101307106855,0.0
116,(4) Veterinary science,First degree,Scotland,1165,230,0,1395,83.51254480286738,16.48745519713262,0.0,1.0901503349924653,-1.0901503349924644,0.0
117,(4) Veterinary science,Other undergraduate,All,0,0,0,0,,,,,,
118,(4) Veterinary science,Other undergraduate,England,0,0,0,0,,,,,,
119,(4) Veterinary science,Postgraduate (research),All,245,125,0,370,66.21621621621621,33.78378378378378,0.0,0.1478040540540526,-0.5384290540540544,0.0
120,(4) Veterinary science,Postgraduate (research),England,175,85,0,260,67.3076923076923,32.69230769230769,0.0,0.9178321678321684,-0.9178321678321684,0.0
121,(4) Veterinary science,Postgraduate (research),Scotland,70,40,0,110,63.63636363636363,36.36363636363637,0.0,-1.5909090909090917,1.5909090909090917,0.0
122,(4) Veterinary science,Postgraduate (taught),All,1440,600,0,2040,70.58823529411765,29.411764705882355,0.0,0.9803921568627487,-0.9803921568627434,0.0
123,(4) Veterinary science,Postgraduate (taught),England,1340,570,0,1910,70.15706806282722,29.84293193717277,0.0,0.23157470801449875,-0.23157470801449964,0.0
124,(4) Veterinary science,Postgraduate (taught),Scotland,100,30,0,125,80.0,24.0,0.0,7.5,-9.625,0.0
125,(5) Agriculture & related subjects,All,All,12895,6410,15,19320,66.74430641821945,33.178053830227746,0.07763975155279502,1.2538974845340345,-1.273307422422235,0.019409937888198756
126,(5) Agriculture & related subjects,All,England,10235,4905,10,15150,67.55775577557756,32.37623762376238,0.066006600660066,1.177944316737113,-1.1944459669021263,0.0165016501650165
127,(5) Agriculture & related subjects,All,Northern Ireland,335,175,0,510,65.68627450980392,34.31372549019608,0.0,0.7727136656189177,-0.7727136656189195,0.0
128,(5) Agriculture & related subjects,All,Scotland,1480,890,5,2370,62.447257383966246,37.552742616033754,0.21097046413502107,0.829797997217721,-0.8297979972177192,0.05274261603375527
129,(5) Agriculture & related subjects,All,Wales,845,440,0,1290,65.50387596899225,34.10852713178294,0.0,3.276337995938098,-3.3732372207443007,0.0
130,(5) Agriculture & related subjects,All postgraduate,All,2275,1325,5,3605,63.10679611650486,36.754507628294036,0.13869625520110956,0.7460241825004488,-0.780698246300723,0.03467406380027739
131,(5) Agriculture & related subjects,All postgraduate,England,1530,815,0,2345,65.2452025586354,34.7547974413646,0.0,0.7500761498629309,-0.7075591430602088,0.0
132,(5) Agriculture & related subjects,All postgraduate,Northern Ireland,95,55,0,150,63.33333333333333,36.666666666666664,0.0,-0.8333333333333321,0.8333333333333339,0.0
133,(5) Agriculture & related subjects,All postgraduate,Scotland,510,340,0,855,59.64912280701754,39.76608187134503,0.0,1.1904761904761898,-1.3366750208855471,0.0
134,(5) Agriculture & related subjects,All postgraduate,Wales,135,115,0,250,54.0,46.0,0.0,1.614754098360656,-1.614754098360656,0.0
135,(5) Agriculture & related subjects,All undergraduate,All,10620,5085,10,15720,67.55725190839695,32.347328244274806,0.06361323155216285,1.348995726603535,-1.3728506884355944,0.015903307888040712
136,(5) Agriculture & related subjects,All undergraduate,England,8705,4090,10,12805,67.98125732135884,31.940648184303004,0.07809449433814916,1.2545735895989694,-1.2740972131835084,0.01952362358453729
