,Subject Area,Level of study,Country of HE provider,Female,Male,Other,Total,Female (%),Male (%),Other (%),Female (%) 2014/15,Male (%) 2014/15,Other (%) 2014/15,Female (%) 2015/16,Male (%) 2015/16,Other (%) 2015/16,Female (%) 2016/17,Male (%) 2016/17,Other (%) 2016/17,Female (%) 2017/18,Male (%) 2017/18,Other (%) 2017/18,Avg. yby % change of Female,Avg. yby % change of Male,Avg. yby % change of Other
15,(1) Medicine & dentistry,First degree,All,27595,19720,25,47335,58.29724305482201,41.66050491179888,0.05281504172388297,55.79075695444974,44.20924304555026,0.0,56.148957520347864,43.83989296465604,0.0,56.45502057155566,43.511620149004784,0.022239519626376072,57.25886096784812,42.69724569296609,0.04389333918577856,0.6266215250930678,-0.6371845334378445,0.013203760430970742
16,(1) Medicine & dentistry,First degree,England,21615,16035,25,37670,57.379877886912666,42.5670294664189,0.06636580833554552,55.068800898623984,44.931199101376016,0.0,55.32005086901229,44.67994913098771,0.0,55.394161613312654,44.57763362008179,0.02820476660555634,56.22751176307778,43.73097149183504,0.04151674508718516,0.5777692470721707,-0.5910424087392787,0.01659145208388638
17,(1) Medicine & dentistry,First degree,Northern Ireland,1020,585,0,1600,63.74999999999999,36.5625,0.0,60.062893081761004,39.937106918238996,0.0,61.0062893081761,38.67924528301887,0.0,61.63522012578616,38.67924528301887,0.0,63.00940438871473,36.990595611285265,0.0,0.9217767295597472,-0.843651729559749,0.0
18,(1) Medicine & dentistry,First degree,Scotland,3515,2275,0,5795,60.65573770491803,39.25798101811907,0.0,56.66957279860506,43.33042720139495,0.0,57.55711775043937,42.44288224956063,0.0,58.62676056338029,41.37323943661972,0.0,59.75177304964539,40.248226950354606,0.0,0.996541226578243,-1.0181115458189698,0.0
19,(1) Medicine & dentistry,First degree,Wales,1445,825,0,2270,63.65638766519823,36.34361233480176,0.0,61.784897025171624,37.986270022883296,0.0,62.38532110091744,37.61467889908257,0.0,64.20581655480984,35.79418344519016,0.0,63.49206349206349,36.281179138321995,0.0,0.46787266000665184,-0.41066442202038367,0.0
20,(1) Medicine & dentistry,Other undergraduate,All,255,50,0,300,85.0,16.666666666666664,0.0,78.57142857142857,21.428571428571427,0.0,83.54430379746836,15.18987341772152,0.0,84.21052631578947,15.789473684210526,0.0,84.81012658227847,15.18987341772152,0.0,1.6071428571428577,-1.1904761904761907,0.0
21,(1) Medicine & dentistry,Other undergraduate,England,235,35,0,270,87.03703703703704,12.962962962962962,0.0,81.92771084337349,18.072289156626507,0.0,87.5,12.5,0.0,87.3015873015873,12.698412698412698,0.0,84.21052631578947,15.789473684210526,0.0,1.2773315484158871,-1.2773315484158863,0.0
22,(1) Medicine & dentistry,Other undergraduate,Northern Ireland,0,0,0,0,,,,,,,,,,,,,,,,,,
23,(1) Medicine & dentistry,Other undergraduate,Scotland,20,15,0,35,57.14285714285714,42.857142857142854,0.0,37.5,62.5,0.0,50.0,50.0,0.0,57.14285714285714,42.857142857142854,0.0,100.0,33.33333333333333,0.0,4.910714285714285,-4.9107142857142865,0.0
24,(1) Medicine & dentistry,Other undergraduate,Wales,0,0,0,0,,,,71.42857142857143,28.57142857142857,0.0,87.5,12.5,0.0,100.0,0.0,0.0,,,,,,
25,(1) Medicine & dentistry,Postgraduate (research),All,5110,3460,45,8615,59.315147997678466,40.16250725478816,0.522344747533372,57.49427917620137,42.505720823798626,0.0,57.75669642857143,42.24330357142857,0.055803571428571425,57.975279576221304,41.90700412007063,0.11771630370806356,59.12674348089752,40.509399636143115,0.3638568829593693,0.4552172053692747,-0.5858033922526165,0.130586186883343
26,(1) Medicine & dentistry,Postgraduate (research),England,4305,3010,40,7355,58.53161114887831,40.92454112848402,0.5438477226376615,56.53047555257869,43.40254521098459,0.0,57.09656513285807,42.83862605314322,0.06480881399870382,57.25138121546961,42.67955801104972,0.06906077348066297,58.291457286432156,41.277817659727205,0.3589375448671931,0.5002838990749048,-0.6195010206251421,0.13596193065941536
27,(1) Medicine & dentistry,Postgraduate (research),Northern Ireland,140,90,0,230,60.86956521739131,39.130434782608695,0.0,67.5,35.0,0.0,64.28571428571429,38.095238095238095,0.0,60.0,40.0,0.0,63.26530612244898,36.734693877551024,0.0,-1.657608695652172,1.0326086956521738,0.0
28,(1) Medicine & dentistry,Postgraduate (research),Scotland,535,300,5,845,63.31360946745562,35.50295857988166,0.591715976331361,63.905325443786985,36.09467455621302,0.0,63.030303030303024,36.96969696969697,0.0,63.80368098159509,36.19631901840491,0.0,63.31360946745562,36.68639053254438,0.0,-0.14792899408284121,-0.14792899408284121,0.14792899408284024
29,(1) Medicine & dentistry,Postgraduate (research),Wales,130,60,0,190,68.42105263157895,31.57894736842105,0.0,54.347826086956516,43.47826086956522,0.0,53.48837209302325,46.51162790697674,0.0,58.139534883720934,39.53488372093023,0.0,65.78947368421053,34.21052631578947,0.0,3.5183066361556072,-2.974828375286042,0.0
30,(1) Medicine & dentistry,Postgraduate (taught),All,7215,4260,30,11505,62.71186440677966,37.027379400260756,0.2607561929595828,57.95795795795796,41.999141999142,0.0429000429000429,59.29515418502203,40.66079295154185,0.04405286343612335,60.310421286031044,39.55654101995565,0.13303769401330376,60.32562125107113,39.5458440445587,0.17137960582690662,1.1884766122054256,-1.2429406497203104,0.054464037514884975
31,(1) Medicine & dentistry,Postgraduate (taught),England,5830,3480,20,9330,62.486602357985,37.29903536977492,0.21436227224008575,58.445945945945944,41.49774774774775,0.05630630630630631,58.99035734543392,40.95292115711855,0.05672149744753262,59.93340732519423,39.900110987791344,0.1664816870144284,59.77683315621679,40.01062699256111,0.21253985122210414,1.010164103009764,-1.049678094493208,0.03951399148344486
32,(1) Medicine & dentistry,Postgraduate (taught),Northern Ireland,180,120,0,300,60.0,40.0,0.0,56.14035087719298,43.859649122807014,0.0,55.932203389830505,44.06779661016949,0.0,58.490566037735846,41.509433962264154,0.0,60.9375,39.0625,0.0,0.9649122807017552,-0.9649122807017534,0.0
33,(1) Medicine & dentistry,Postgraduate (taught),Scotland,700,420,5,1125,62.22222222222222,37.333333333333336,0.4444444444444444,58.256880733944946,41.74311926605505,0.0,62.16216216216216,37.38738738738739,0.0,62.89592760180995,37.10407239819005,0.0,61.904761904761905,38.095238095238095,0.0,0.9913353720693188,-1.1024464831804277,0.1111111111111111
34,(1) Medicine & dentistry,Postgraduate (taught),Wales,505,245,0,750,67.33333333333333,32.666666666666664,0.0,54.804270462633454,44.83985765124555,0.0,59.471365638766514,40.52863436123348,0.0,60.893854748603346,39.10614525139665,0.0,64.3312101910828,35.6687898089172,0.0,3.1322657176749686,-3.043297746144722,0.0
35,(2) Subjects allied to medicine,All,All,229895,60325,230,290445,79.15267950902924,20.76985315636351,0.07918883093184596,79.3586228186457,20.634113566616428,0.007263614737874302,79.32928541344938,20.661940193738594,0.008774392812017409,79.06764796918526,20.8996801595763,0.03267187123843588,79.05333865620607,20.884175446513808,0.06248589728012775,-0.05148582740411456,0.033934897436770584,0.017981304048492915
36,(2) Subjects allied to medicine,All,England,183910,49890,200,234005,78.59233777056046,21.32005726373368,0.08546825922523023,79.19634783759345,20.797035926162806,0.006616236243742143,79.08026791637242,20.913312362243477,0.008559628512122573,78.70715232624202,21.257075521326517,0.03577215243145424,78.62327373942833,21.308211112300608,0.06851514827106306,-0.15100251675824694,0.13075533439271858,0.01971300574537202
37,(2) Subjects allied to medicine,All,Northern Ireland,7935,1585,0,9525,83.30708661417323,16.64041994750656,0.0,82.18205293737896,17.817947062621045,0.0,82.22361809045226,17.77638190954774,0.0,81.7968291250734,18.2031708749266,0.0,82.14077952297848,17.859220477021523,0.0,0.28125841919856853,-0.2943817787786207,0.0
38,(2) Subjects allied to medicine,All,Scotland,25520,5635,20,31175,81.86046511627907,18.075380914194067,0.06415396952686447,80.16265912305516,19.81966053748232,0.01768033946251768,80.9131479574322,19.086852042567802,0.017164435290078956,81.43543842201227,18.5314105751699,0.01657550140891762,81.67155425219941,18.312153796024763,0.016291951775822745,0.4244514983059773,-0.4360699058220634,0.011618407516086698
39,(2) Subjects allied to medicine,All,Wales,12530,3210,10,15750,79.55555555555556,20.38095238095238,0.06349206349206349,78.73015873015873,21.23015873015873,0.0,78.61679604798871,21.383203952011293,0.0,78.38397790055248,21.54696132596685,0.06906077348066297,78.62995739101933,21.271714192068174,0.09832841691248771,0.20634920634920562,-0.21230158730158788,0.015873015873015872
40,(2) Subjects allied to medicine,All postgraduate,All,57145,19785,115,77040,74.1757528556594,25.681464174454828,0.14927310488058151,74.23734227759144,25.7546717776713,0.007985944737262418,74.49228269699432,25.492947345100063,0.014769957905619968,74.54371453961309,25.367420876341512,0.08202884681112858,74.32075343857984,25.570838132664814,0.10840842875533574,-0.015397355483010244,-0.01830190080411853,0.035321790035829775
41,(2) Subjects allied to medicine,All postgraduate,England,45325,16045,105,61475,73.72915819438796,26.10004066693778,0.17080113867425784,74.67862481315396,25.301444942700545,0.009965122072745391,74.76020827624006,25.22152187814013,0.018269845619804513,74.41489807902022,25.492827782904122,0.09227413807566479,73.98040365128549,25.88560422075203,0.12561761996482707,-0.23736665469149898,0.1996489310593086,0.040209004150378105
42,(2) Subjects allied to medicine,All postgraduate,Northern Ireland,2025,425,0,2450,82.6530612244898,17.346938775510203,0.0,82.65582655826557,17.344173441734416,0.0,81.74603174603175,18.51851851851852,0.0,81.9047619047619,18.095238095238095,0.0,81.42857142857143,18.571428571428573,0.0,-0.0006913334439424546,0.0006913334439468954,0.0
43,(2) Subjects allied to medicine,All postgraduate,Scotland,6785,2250,5,9040,75.05530973451327,24.88938053097345,0.05530973451327434,70.1058201058201,29.894179894179896,0.0,71.94656488549617,27.989821882951656,0.0,74.32432432432432,25.675675675675674,0.0,75.5868544600939,24.413145539906104,0.0,1.237372407173293,-1.2511998408016112,0.013827433628318585
44,(2) Subjects allied to medicine,All postgraduate,Wales,3010,1060,5,4075,73.86503067484662,26.012269938650306,0.1226993865030675,72.06611570247934,28.09917355371901,0.0,71.93798449612403,28.06201550387597,0.0,72.87878787878788,27.121212121212125,0.15151515151515152,72.5179856115108,27.33812949640288,0.14388489208633093,0.4497287430918213,-0.5217259037671758,0.030674846625766874
45,(2) Subjects allied to medicine,All undergraduate,All,172750,40540,115,213405,80.94936857149551,18.99674328155385,0.05388814695063377,80.86821632547536,19.12708299057513,0.0070510259242719826,80.83695877356536,19.153833759178692,0.006905600441958429,80.58587018954624,19.398047099368178,0.016082711085583,80.68513289617997,19.26819592560614,0.046671178213894014,0.020288061505038257,-0.032584927255319585,0.011709280256590446
46,(2) Subjects allied to medicine,All undergraduate,England,138585,33845,95,172525,80.32748876974351,19.617446746848284,0.055064483408201706,80.48034439787017,19.516823382802766,0.005664438654129376,80.39960877462624,19.592007824507476,0.005588933910856504,80.14662509480071,19.83933035588888,0.016853459172495155,80.21804165228397,19.735933724542633,0.04890116212173513,-0.03821390703166472,0.025155841011379465,0.012350011188518082
47,(2) Subjects allied to medicine,All undergraduate,Northern Ireland,5910,1165,0,7075,83.53356890459364,16.46643109540636,0.0,82.03389830508473,17.966101694915253,0.0,82.45469522240528,17.54530477759473,0.0,81.69781931464173,18.22429906542056,0.0,82.29407236335643,17.705927636643572,0.0,0.37491764987722576,-0.3749176498772231,0.0
48,(2) Subjects allied to medicine,All undergraduate,Scotland,18735,3385,15,22135,84.6397108651457,15.292523153377005,0.0677659814772984,83.83204633204633,16.143822393822393,0.02413127413127413,84.18331374853113,15.793184488836662,0.023501762632197415,84.06356413166856,15.91373439273553,0.022701475595913734,83.99098083427283,15.963923337091318,0.02254791431792559,0.20191613327484248,-0.21282481011134724,0.010908676836506067
49,(2) Subjects allied to medicine,All undergraduate,Wales,9520,2150,5,11670,81.57669237360754,18.42330762639246,0.042844901456726654,80.88772845953002,19.112271540469976,0.0,80.58474189127456,19.415258108725446,0.0,80.05366726296958,19.901610017889087,0.044722719141323794,80.46709129511677,19.447983014861997,0.08492569002123143,0.1722409785193797,-0.1722409785193788,0.010711225364181664
50,(2) Subjects allied to medicine,First degree,All,138815,33520,45,172380,80.52848358278223,19.44541130061492,0.02610511660285416,80.21269121451155,19.78092166192955,0.006387123558905247,80.29248551368919,19.701382714535363,0.006131771775454518,80.22195915951464,19.769162474104764,0.011837821840781297,80.35017743496495,19.623427280992463,0.02346247470451946,0.0789480920676695,-0.08387759032865727,0.004929498260987228
51,(2) Subjects allied to medicine,First degree,England,109950,27765,35,137750,79.81851179673322,20.156079854809438,0.025408348457350273,79.64549599119636,20.350573809149505,0.007860399308284862,79.71935398464389,20.276863724044027,0.0075645826241537125,79.67149546385718,20.317529997073454,0.010974539069359086,79.72459639126306,20.249835634451017,0.025567974285923004,0.04325395138421584,-0.04862348858501697,0.004386987287266352
52,(2) Subjects allied to medicine,First degree,Northern Ireland,5155,1050,0,6205,83.07816277195809,16.921837228041902,0.0,80.55009823182712,19.351669941060905,0.0,81.0916179337232,18.9083820662768,0.0,80.70973612374887,19.381255686988172,0.0,81.60418482999128,18.39581517000872,0.0,0.6320161350327425,-0.6074581782547508,0.0
53,(2) Subjects allied to medicine,First degree,Scotland,16150,2925,10,19085,84.6214304427561,15.32617238669112,0.052397170552790154,84.40070505287896,15.599294947121034,0.02937720329024677,84.42169341449916,15.578306585500831,0.02767017155506364,84.12189254210104,15.851376637262765,0.02673082063619353,84.18434145064153,15.789473684210526,0.02618486514794449,0.055181347469282827,-0.0682806401074787,0.005754991815635846
54,(2) Subjects allied to medicine,First degree,Wales,7565,1775,0,9340,80.99571734475374,19.00428265524625,0.0,80.0414364640884,19.88950276243094,0.0,79.96096291476903,20.03903708523097,0.0,80.17348203221809,19.764560099132588,0.0,81.00399315459212,18.996006845407873,0.0,0.23857022016633422,-0.22130502679617248,0.0
55,(2) Subjects allied to medicine,Other undergraduate,All,33935,7020,65,41025,82.71785496648386,17.111517367458866,0.15843997562461914,82.6864874488161,17.304611002314402,0.008901548869503294,82.4849884526559,17.515011547344113,0.009237875288683603,81.85927067283,18.109912686183876,0.030816640986132512,81.98013018156904,17.882836587872557,0.1370332305584104,0.007841879416940145,-0.04827340871388408,0.03738460668877896
56,(2) Subjects allied to medicine,Other undergraduate,England,28640,6075,60,34775,82.35801581595975,17.46944644140906,0.17253774263120059,82.62544348707553,17.364419665484036,0.0,82.33279828785447,17.667201712145534,0.0,81.71808832425891,18.257713248638836,0.03629764065335753,82.04711616571892,17.831031681559708,0.13539128080151638,-0.06685691777894576,0.02625669398125563,0.043134435657800146
57,(2) Subjects allied to medicine,Other undergraduate,Northern Ireland,755,110,0,870,86.7816091954023,12.643678160919542,0.0,90.79754601226993,9.202453987730062,0.0,89.8936170212766,10.106382978723403,0.0,88.58695652173914,11.956521739130435,0.0,87.58169934640523,12.418300653594772,0.0,-1.0039842042169091,0.8603060432973701,0.0
58,(2) Subjects allied to medicine,Other undergraduate,Scotland,2585,460,5,3050,84.75409836065573,15.081967213114755,0.16393442622950818,81.21621621621622,18.783783783783782,0.0,82.96875,17.03125,0.0,83.73493975903614,16.114457831325304,0.0,82.79220779220779,17.045454545454543,0.0,0.8844705361098768,-0.9254541426672569,0.040983606557377046
59,(2) Subjects allied to medicine,Other undergraduate,Wales,1955,370,0,2330,83.90557939914163,15.879828326180256,0.0,83.5117773019272,16.488222698072803,0.0,82.05521472392638,17.94478527607362,0.0,79.7427652733119,20.257234726688104,0.1607717041800643,78.77280265339967,20.729684908789388,0.33167495854063017,0.09845052430360823,-0.15209859297313688,0.0
60,(2) Subjects allied to medicine,Postgraduate (research),All,5130,3175,15,8315,61.69573060733614,38.18400481058328,0.1803968731208659,60.90322580645161,39.09677419354839,0.0,61.255548509828785,38.68103994927077,0.0,61.336515513126486,38.60381861575179,0.05966587112171838,61.39618138424821,38.544152744630075,0.05966587112171838,0.19812620022113236,-0.22819234574127734,0.04509921828021648
61,(2) Subjects allied to medicine,Postgraduate (research),England,3995,2525,10,6530,61.1791730474732,38.667687595712096,0.1531393568147014,60.34063260340633,39.65936739659367,0.0,60.65442936951316,39.42537909018356,0.0,60.49290515309933,39.43241224794623,0.0,60.863095238095234,39.0625,0.0744047619047619,0.20963511101671806,-0.24791995022039437,0.03828483920367535
62,(2) Subjects allied to medicine,Postgraduate (research),Northern Ireland,110,70,0,180,61.111111111111114,38.88888888888889,0.0,56.25,43.75,0.0,65.71428571428571,37.142857142857146,0.0,64.86486486486487,35.13513513513514,0.0,63.888888888888886,36.11111111111111,0.0,1.2152777777777786,-1.2152777777777768,0.0
63,(2) Subjects allied to medicine,Postgraduate (research),Scotland,780,435,0,1215,64.19753086419753,35.80246913580247,0.0,64.97695852534562,35.02304147465438,0.0,65.13761467889908,34.862385321100916,0.0,65.04424778761062,34.51327433628318,0.0,64.88888888888889,35.11111111111111,0.0,-0.19485691528702276,0.19485691528702276,0.0
64,(2) Subjects allied to medicine,Postgraduate (research),Wales,250,145,0,395,63.29113924050633,36.708860759493675,0.0,60.29411764705882,39.705882352941174,0.0,60.0,40.0,0.0,61.33333333333333,37.333333333333336,0.0,57.74647887323944,40.845070422535215,0.0,0.7492553983618784,-0.7492553983618748,0.0
65,(2) Subjects allied to medicine,Postgraduate (taught),All,52015,16610,100,68725,75.68570389232448,24.168788650418335,0.14550745725718442,76.11192125410135,23.8698505286183,0.00911410864017499,76.23067279565399,23.752611784371084,0.01671541997492687,76.2526055739983,23.654751794950975,0.08492241179649501,75.97645799892992,23.90888939845601,0.11465260261407935,-0.10655434044421597,0.07473453045000866,0.03409833715425235
66,(2) Subjects allied to medicine,Postgraduate (taught),England,41335,13520,90,54945,75.22977522977523,24.606424606424607,0.16380016380016382,76.68711656441718,23.29016132697114,0.011361054305839582,76.59135458578355,23.398328690807798,0.02063344681729083,76.15987905130869,23.736180667107625,0.10394028158367191,75.64405020288761,24.214400301972255,0.141549495140134,-0.3643353336604882,0.32906581986336647,0.03810977737358106
67,(2) Subjects allied to medicine,Postgraduate (taught),Northern Ireland,1915,355,0,2270,84.36123348017621,15.638766519823788,0.0,85.16320474777447,14.836795252225517,0.0,83.38192419825073,16.61807580174927,0.0,83.5509138381201,16.449086161879894,0.0,83.28981723237598,16.710182767624023,0.0,-0.20049281689956544,0.20049281689956766,0.0
68,(2) Subjects allied to medicine,Postgraduate (taught),Scotland,6005,1815,5,7825,76.74121405750799,23.19488817891374,0.06389776357827476,70.96525096525097,29.034749034749037,0.0,73.11669128508123,26.88330871491876,0.0,75.82025677603423,24.17974322396576,0.0,77.19891745602166,22.80108254397835,0.0,1.4439907730642538,-1.4599652139588244,0.01597444089456869
69,(2) Subjects allied to medicine,Postgraduate (taught),Wales,2760,920,5,3680,75.0,25.0,0.1358695652173913,73.42007434944237,26.579925650557623,0.0,73.21739130434783,26.608695652173914,0.0,74.1880341880342,25.64102564102564,0.17094017094017094,74.08,25.759999999999998,0.16,0.39498141263940667,-0.3949814126394058,0.033967391304347824
70,(3) Biological sciences,All,All,156865,84565,325,241755,64.88593824326281,34.97962813592273,0.13443362081446092,60.926854655563965,39.066048448145345,0.009462528387585163,61.80475686617288,38.181441781294566,0.01380135253254819,62.98063119768547,36.984032332869546,0.03754499878530886,64.06376885925546,35.85929820062401,0.07693294012052827,0.9897708969247123,-1.0216050780556536,0.031242773106718937
71,(3) Biological sciences,All,England,127675,67865,165,195705,65.23849671699752,34.677192713522906,0.08431056947957384,61.227192466156566,38.76692171865803,0.005885815185403178,61.9471788034382,38.041474000737566,0.011347195824231937,63.268251504506715,36.70179451569861,0.02723089072243553,64.42119723146827,35.5206847360913,0.05811803244042901,1.0028260627102377,-1.0224322512837816,0.019606188573542665
72,(3) Biological sciences,All,Northern Ireland,2315,1430,0,3745,61.815754339118826,38.184245660881174,0.0,61.118335500650204,38.8816644993498,0.0,61.31578947368421,38.68421052631579,0.0,61.29032258064516,38.849929873772794,0.0,62.569060773480665,37.29281767955801,0.0,0.17435470961715538,-0.17435470961715716,0.0
73,(3) Biological sciences,All,Scotland,16505,8120,140,24765,66.64647688269736,32.78820916616193,0.5653139511407228,64.92485549132948,35.07514450867052,0.0,65.19450800915332,34.75972540045766,0.022883295194508012,65.31502071070416,34.59777632439503,0.08720296490080662,65.79933388842632,33.97169025811824,0.2289758534554538,0.43040534784196893,-0.571733835627148,0.1413284877851807
74,(3) Biological sciences,All,Wales,10375,7150,20,17545,59.1336563123397,40.75235109717868,0.1139925904816187,52.28267667292058,47.68605378361476,0.031269543464665414,55.512447462010996,44.45522146783058,0.0,56.80073687442432,43.13785692354928,0.06140620202640467,57.97186400937866,41.940211019929656,0.08792497069167644,1.7127449098547807,-1.7334256716090195,0.02068076175423832
75,(3) Biological sciences,All postgraduate,All,31775,14915,115,46805,67.88804614891572,31.866253605384042,0.2457002457002457,64.68208092485548,35.30346820809249,0.014450867052023123,64.66545097489129,35.32052181231589,0.028054425585636134,66.1807580174927,33.7463556851312,0.0728862973760933,67.34465802413948,32.487706750111755,0.16763522574877068,0.801491306015059,-0.8593036506771119,0.05781234466205565
76,(3) Biological sciences,All postgraduate,England,26340,12015,95,38455,68.49564425952413,31.244311532960605,0.24704199713951372,65.3819323334496,34.583188001395186,0.017439832577607256,65.24606798579401,34.73702012514798,0.01691188905800778,66.80647960659532,33.12120335551056,0.07231703789412786,67.96853810686194,31.841605641442904,0.18985625169514508,0.7784279815186324,-0.8347191171086452,0.057400541140476616
77,(3) Biological sciences,All postgraduate,Northern Ireland,530,280,0,810,65.4320987654321,34.5679012345679,0.0,64.42953020134227,35.57046979865772,0.0,66.42335766423358,33.57664233576642,0.0,66.4,33.6,0.0,68.87417218543047,31.788079470198678,0.0,0.25064214102245685,-0.2506421410224551,0.0
78,(3) Biological sciences,All postgraduate,Scotland,2725,1485,15,4220,64.57345971563981,35.18957345971564,0.35545023696682465,61.32075471698113,38.67924528301887,0.0,61.15214180206795,38.70014771048744,0.14771048744460857,62.12765957446808,37.730496453900706,0.14184397163120568,63.48808030112924,36.38644918444165,0.12547051442910914,0.8131762496646715,-0.8724179558258083,0.08886255924170616
79,(3) Biological sciences,All postgraduate,Wales,2175,1135,5,3320,65.51204819277109,34.18674698795181,0.15060240963855423,59.950248756218905,40.049751243781095,0.0,61.442786069651746,38.80597014925373,0.0,63.039014373716626,36.96098562628337,0.0,64.64,35.36,0.0,1.3904498591380463,-1.4657510639573221,0.03765060240963856
