,UKPRN,HE provider,Country of HE provider,Academic Year,Level of study,Female,Male,Other,% Female,% Male,% Other
229,10004351.0,Middlesex University,England,2018/19,Postgraduate (research),550,435,0,55.83756345177665,44.16243654822335,0.0
230,10004351.0,Middlesex University,England,2018/19,Postgraduate (taught),2265,1615,0,58.376288659793815,41.623711340206185,0.0
231,10004511.0,The National Film and Television School,England,2018/19,All,135,160,0,45.76271186440678,54.23728813559322,0.0
232,10004511.0,The National Film and Television School,England,2018/19,All postgraduate,135,160,0,45.76271186440678,54.23728813559322,0.0
233,10004511.0,The National Film and Television School,England,2018/19,Postgraduate (taught),135,160,0,45.76271186440678,54.23728813559322,0.0
234,10004775.0,Norwich University of the Arts,England,2018/19,All,1425,865,15,61.82212581344903,37.52711496746204,0.6507592190889371
235,10004775.0,Norwich University of the Arts,England,2018/19,All postgraduate,65,35,0,65.0,35.0,0.0
236,10004775.0,Norwich University of the Arts,England,2018/19,All undergraduate,1360,830,15,61.67800453514739,37.641723356009074,0.6802721088435374
237,10004775.0,Norwich University of the Arts,England,2018/19,First degree,1360,830,15,61.67800453514739,37.641723356009074,0.6802721088435374
238,10004775.0,Norwich University of the Arts,England,2018/19,Postgraduate (research),5,5,0,50.0,50.0,0.0
239,10004775.0,Norwich University of the Arts,England,2018/19,Postgraduate (taught),65,30,0,68.42105263157895,31.57894736842105,0.0
240,10004797.0,The Nottingham Trent University,England,2018/19,All,18670,14550,40,56.13349368610944,43.74624173180998,0.12026458208057728
241,10004797.0,The Nottingham Trent University,England,2018/19,All postgraduate,3940,2765,25,58.54383358098069,41.08469539375928,0.3714710252600297
242,10004797.0,The Nottingham Trent University,England,2018/19,All undergraduate,14730,11780,10,55.54298642533937,44.419306184012065,0.037707390648567124
243,10004797.0,The Nottingham Trent University,England,2018/19,First degree,13950,11040,10,55.800000000000004,44.16,0.04
244,10004797.0,The Nottingham Trent University,England,2018/19,Other undergraduate,785,740,0,51.47540983606558,48.52459016393443,0.0
245,10004797.0,The Nottingham Trent University,England,2018/19,Postgraduate (research),395,390,5,50.0,49.36708860759494,0.6329113924050633
246,10004797.0,The Nottingham Trent University,England,2018/19,Postgraduate (taught),3545,2375,20,59.68013468013468,39.98316498316498,0.33670033670033667
247,10004930.0,Oxford Brookes University,England,2018/19,All,10000,6660,5,60.006000600060005,39.96399639963996,0.030003000300030006
248,10004930.0,Oxford Brookes University,England,2018/19,All postgraduate,2510,1375,0,64.6074646074646,35.39253539253539,0.0
249,10004930.0,Oxford Brookes University,England,2018/19,All undergraduate,7490,5290,5,58.584278451310134,41.37661321861557,0.03910833007430582
250,10004930.0,Oxford Brookes University,England,2018/19,First degree,6600,4840,5,57.66710353866317,42.28920926168633,0.043687199650502405
251,10004930.0,Oxford Brookes University,England,2018/19,Other undergraduate,885,450,0,66.29213483146067,33.70786516853933,0.0
252,10004930.0,Oxford Brookes University,England,2018/19,Postgraduate (research),190,135,0,58.46153846153847,41.53846153846154,0.0
253,10004930.0,Oxford Brookes University,England,2018/19,Postgraduate (taught),2320,1235,0,65.26019690576652,34.73980309423347,0.0
254,10005127.0,Plymouth College of Art,England,2018/19,All,965,415,0,69.92753623188406,30.07246376811594,0.0
255,10005127.0,Plymouth College of Art,England,2018/19,All postgraduate,65,25,0,72.22222222222221,27.77777777777778,0.0
256,10005127.0,Plymouth College of Art,England,2018/19,All undergraduate,900,390,0,69.76744186046511,30.23255813953488,0.0
257,10005127.0,Plymouth College of Art,England,2018/19,First degree,900,390,0,69.76744186046511,30.23255813953488,0.0
258,10005127.0,Plymouth College of Art,England,2018/19,Postgraduate (taught),65,25,0,72.22222222222221,27.77777777777778,0.0
259,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,All,3990,1230,10,76.2906309751434,23.518164435946463,0.19120458891013384
260,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,All postgraduate,1370,350,0,79.65116279069767,20.348837209302324,0.0
261,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,All undergraduate,2620,880,5,74.75035663338089,25.106990014265335,0.14265335235378032
262,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,First degree,2270,780,5,74.30441898527005,25.53191489361702,0.16366612111292964
263,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,Other undergraduate,355,100,0,78.02197802197803,21.978021978021978,0.0
264,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,Postgraduate (research),80,40,0,66.66666666666666,33.33333333333333,0.0
265,10005337.0,"Queen Margaret University, Edinburgh",Scotland,2018/19,Postgraduate (taught),1290,310,0,80.625,19.375,0.0
266,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,All,14215,10485,0,57.550607287449395,42.44939271255061,0.0
267,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,All postgraduate,3535,2425,0,59.312080536912745,40.68791946308725,0.0
268,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,All undergraduate,10680,8055,0,57.00560448358687,42.99439551641313,0.0
269,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,First degree,8565,6900,0,55.3831231813773,44.6168768186227,0.0
270,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,Other undergraduate,2115,1160,0,64.58015267175573,35.41984732824427,0.0
271,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,Postgraduate (research),870,820,0,51.4792899408284,48.5207100591716,0.0
272,10005343.0,Queen's University Belfast,Northern Ireland,2018/19,Postgraduate (taught),2665,1610,0,62.3391812865497,37.6608187134503,0.0
273,10005389.0,Ravensbourne University London,England,2018/19,All,1225,1295,5,48.51485148514851,51.28712871287129,0.19801980198019803
274,10005389.0,Ravensbourne University London,England,2018/19,All postgraduate,50,25,0,66.66666666666666,33.33333333333333,0.0
275,10005389.0,Ravensbourne University London,England,2018/19,All undergraduate,1175,1270,5,47.95918367346938,51.83673469387755,0.20408163265306123
276,10005389.0,Ravensbourne University London,England,2018/19,First degree,1170,1260,5,48.04928131416838,51.74537987679672,0.20533880903490762
277,10005389.0,Ravensbourne University London,England,2018/19,Other undergraduate,5,10,0,33.33333333333333,66.66666666666666,0.0
278,10005389.0,Ravensbourne University London,England,2018/19,Postgraduate (taught),50,25,0,66.66666666666666,33.33333333333333,0.0
279,10005500.0,The Robert Gordon University,Scotland,2018/19,All,7600,4735,5,61.58833063209076,38.3711507293355,0.04051863857374392
280,10005500.0,The Robert Gordon University,Scotland,2018/19,All postgraduate,1785,1415,0,55.78125000000001,44.21875,0.0
281,10005500.0,The Robert Gordon University,Scotland,2018/19,All undergraduate,5815,3320,0,63.65626710454296,36.34373289545703,0.0
282,10005500.0,The Robert Gordon University,Scotland,2018/19,First degree,5580,3280,0,62.97968397291196,37.020316027088036,0.0
283,10005500.0,The Robert Gordon University,Scotland,2018/19,Other undergraduate,235,40,0,85.45454545454545,14.545454545454545,0.0
284,10005500.0,The Robert Gordon University,Scotland,2018/19,Postgraduate (research),100,100,0,50.0,50.0,0.0
285,10005500.0,The Robert Gordon University,Scotland,2018/19,Postgraduate (taught),1685,1315,0,56.166666666666664,43.833333333333336,0.0
286,10005523.0,Rose Bruford College of Theatre and Performance,England,2018/19,All,440,295,0,59.863945578231295,40.136054421768705,0.0
287,10005523.0,Rose Bruford College of Theatre and Performance,England,2018/19,All postgraduate,60,25,0,70.58823529411765,29.411764705882355,0.0
288,10005523.0,Rose Bruford College of Theatre and Performance,England,2018/19,All undergraduate,380,270,0,58.46153846153847,41.53846153846154,0.0
289,10005523.0,Rose Bruford College of Theatre and Performance,England,2018/19,First degree,380,270,0,58.46153846153847,41.53846153846154,0.0
290,10005523.0,Rose Bruford College of Theatre and Performance,England,2018/19,Postgraduate (taught),60,25,0,70.58823529411765,29.411764705882355,0.0
291,10005545.0,Royal Agricultural University,England,2018/19,All,575,570,5,50.0,49.56521739130435,0.43478260869565216
292,10005545.0,Royal Agricultural University,England,2018/19,All postgraduate,45,60,0,42.857142857142854,57.14285714285714,0.0
293,10005545.0,Royal Agricultural University,England,2018/19,All undergraduate,530,515,0,50.717703349282296,49.282296650717704,0.0
294,10005545.0,Royal Agricultural University,England,2018/19,First degree,430,365,0,54.088050314465406,45.911949685534594,0.0
295,10005545.0,Royal Agricultural University,England,2018/19,Other undergraduate,100,150,0,40.0,60.0,0.0
296,10005545.0,Royal Agricultural University,England,2018/19,Postgraduate (research),5,10,0,33.33333333333333,66.66666666666666,0.0
297,10005545.0,Royal Agricultural University,England,2018/19,Postgraduate (taught),40,50,0,44.44444444444444,55.55555555555556,0.0
298,10005553.0,Royal Holloway and Bedford New College,England,2018/19,All,6335,4705,0,57.382246376811594,42.617753623188406,0.0
299,10005553.0,Royal Holloway and Bedford New College,England,2018/19,All postgraduate,1665,1265,0,56.8259385665529,43.1740614334471,0.0
300,10005553.0,Royal Holloway and Bedford New College,England,2018/19,All undergraduate,4670,3435,0,57.61875385564467,42.38124614435533,0.0
301,10005553.0,Royal Holloway and Bedford New College,England,2018/19,First degree,4665,3430,0,57.62816553428042,42.37183446571958,0.0
302,10005553.0,Royal Holloway and Bedford New College,England,2018/19,Other undergraduate,5,5,0,50.0,50.0,0.0
303,10005553.0,Royal Holloway and Bedford New College,England,2018/19,Postgraduate (research),365,345,0,51.40845070422535,48.59154929577465,0.0
304,10005553.0,Royal Holloway and Bedford New College,England,2018/19,Postgraduate (taught),1300,925,0,58.42696629213483,41.57303370786517,0.0
305,10005561.0,Royal Conservatoire of Scotland,Scotland,2018/19,All,735,540,5,57.421875,42.1875,0.390625
306,10005561.0,Royal Conservatoire of Scotland,Scotland,2018/19,All postgraduate,235,130,0,64.38356164383562,35.61643835616438,0.0
307,10005561.0,Royal Conservatoire of Scotland,Scotland,2018/19,All undergraduate,500,405,5,54.94505494505495,44.505494505494504,0.5494505494505495
308,10005561.0,Royal Conservatoire of Scotland,Scotland,2018/19,First degree,500,405,5,54.94505494505495,44.505494505494504,0.5494505494505495
309,10005561.0,Royal Conservatoire of Scotland,Scotland,2018/19,Postgraduate (research),15,20,0,42.857142857142854,57.14285714285714,0.0
310,10005561.0,Royal Conservatoire of Scotland,Scotland,2018/19,Postgraduate (taught),220,115,0,65.67164179104478,34.32835820895522,0.0
311,10005700.0,SRUC,Scotland,2018/19,All,920,835,5,52.27272727272727,47.44318181818182,0.2840909090909091
312,10005700.0,SRUC,Scotland,2018/19,All postgraduate,35,45,0,43.75,56.25,0.0
313,10005700.0,SRUC,Scotland,2018/19,All undergraduate,885,795,5,52.52225519287834,47.18100890207715,0.2967359050445104
314,10005700.0,SRUC,Scotland,2018/19,First degree,345,235,0,59.48275862068966,40.51724137931034,0.0
315,10005700.0,SRUC,Scotland,2018/19,Other undergraduate,545,555,5,49.321266968325794,50.2262443438914,0.4524886877828055
316,10005700.0,SRUC,Scotland,2018/19,Postgraduate (taught),35,45,0,43.75,56.25,0.0
317,10005790.0,Sheffield Hallam University,England,2018/19,All,16895,13820,0,55.005697541917634,44.994302458082366,0.0
318,10005790.0,Sheffield Hallam University,England,2018/19,All postgraduate,4035,2365,0,63.046875,36.953125,0.0
319,10005790.0,Sheffield Hallam University,England,2018/19,All undergraduate,12860,11455,0,52.88916306806498,47.11083693193502,0.0
320,10005790.0,Sheffield Hallam University,England,2018/19,First degree,12125,10895,0,52.671589921807126,47.32841007819288,0.0
321,10005790.0,Sheffield Hallam University,England,2018/19,Other undergraduate,735,560,0,56.75675675675676,43.24324324324324,0.0
322,10005790.0,Sheffield Hallam University,England,2018/19,Postgraduate (research),235,225,0,51.08695652173913,48.91304347826087,0.0
323,10005790.0,Sheffield Hallam University,England,2018/19,Postgraduate (taught),3800,2140,0,63.97306397306397,36.02693602693603,0.0
324,10006022.0,Solent University,England,2018/19,All,4390,5520,0,44.29868819374369,55.70131180625631,0.0
325,10006022.0,Solent University,England,2018/19,All postgraduate,305,345,0,46.92307692307692,53.07692307692308,0.0
326,10006022.0,Solent University,England,2018/19,All undergraduate,4080,5180,0,44.06047516198704,55.93952483801296,0.0
327,10006022.0,Solent University,England,2018/19,First degree,3665,4515,0,44.804400977995115,55.19559902200489,0.0
328,10006022.0,Solent University,England,2018/19,Other undergraduate,415,660,0,38.604651162790695,61.395348837209305,0.0
329,10006022.0,Solent University,England,2018/19,Postgraduate (research),30,45,0,40.0,60.0,0.0
330,10006022.0,Solent University,England,2018/19,Postgraduate (taught),280,300,0,48.275862068965516,51.724137931034484,0.0
331,10006299.0,Staffordshire University,England,2018/19,All,7275,7580,0,48.97340962638842,51.02659037361158,0.0
332,10006299.0,Staffordshire University,England,2018/19,All postgraduate,1205,1015,0,54.27927927927928,45.72072072072072,0.0
333,10006299.0,Staffordshire University,England,2018/19,All undergraduate,6070,6565,0,48.041155520379895,51.958844479620105,0.0
334,10006299.0,Staffordshire University,England,2018/19,First degree,4545,5250,0,46.40122511485452,53.59877488514548,0.0
335,10006299.0,Staffordshire University,England,2018/19,Other undergraduate,1525,1310,0,53.79188712522046,46.20811287477954,0.0
336,10006299.0,Staffordshire University,England,2018/19,Postgraduate (research),110,100,0,52.38095238095239,47.61904761904761,0.0
337,10006299.0,Staffordshire University,England,2018/19,Postgraduate (taught),1095,915,0,54.47761194029851,45.52238805970149,0.0
338,10006427.0,University for the Creative Arts,England,2018/19,All,4600,2000,15,69.53892668178382,30.234315948601665,0.22675736961451248
339,10006427.0,University for the Creative Arts,England,2018/19,All postgraduate,335,115,0,74.44444444444444,25.555555555555554,0.0
340,10006427.0,University for the Creative Arts,England,2018/19,All undergraduate,4265,1885,15,69.18085969180859,30.57583130575831,0.24330900243309003
341,10006427.0,University for the Creative Arts,England,2018/19,First degree,4245,1850,15,69.47626841243863,30.27823240589198,0.24549918166939444
342,10006427.0,University for the Creative Arts,England,2018/19,Other undergraduate,25,35,0,41.66666666666667,58.333333333333336,0.0
343,10006427.0,University for the Creative Arts,England,2018/19,Postgraduate (research),30,5,0,85.71428571428571,14.285714285714285,0.0
344,10006427.0,University for the Creative Arts,England,2018/19,Postgraduate (taught),305,110,0,73.49397590361446,26.506024096385545,0.0
345,10006566.0,The University of West London,England,2018/19,All,6800,4220,40,61.48282097649186,38.155515370705245,0.3616636528028933
346,10006566.0,The University of West London,England,2018/19,All postgraduate,1240,750,10,62.0,37.5,0.5
347,10006566.0,The University of West London,England,2018/19,All undergraduate,5560,3470,30,61.36865342163355,38.30022075055188,0.33112582781456956
348,10006566.0,The University of West London,England,2018/19,First degree,4840,3215,25,59.900990099009896,39.78960396039604,0.3094059405940594
349,10006566.0,The University of West London,England,2018/19,Other undergraduate,720,255,5,73.46938775510205,26.02040816326531,0.5102040816326531
350,10006566.0,The University of West London,England,2018/19,Postgraduate (research),60,45,0,57.14285714285714,42.857142857142854,0.0
351,10006566.0,The University of West London,England,2018/19,Postgraduate (taught),1180,705,10,62.26912928759894,37.203166226912934,0.5277044854881267
352,10006840.0,The University of Birmingham,England,2018/19,All,20435,15005,10,57.644569816643155,42.32722143864598,0.028208744710860365
353,10006840.0,The University of Birmingham,England,2018/19,All postgraduate,7335,5170,0,58.65653738504598,41.34346261495402,0.0
354,10006840.0,The University of Birmingham,England,2018/19,All undergraduate,13100,9835,5,57.10549258936356,42.87271142109852,0.021795989537925022
355,10006840.0,The University of Birmingham,England,2018/19,First degree,12915,9240,5,58.28068592057761,41.69675090252707,0.02256317689530686
356,10006840.0,The University of Birmingham,England,2018/19,Other undergraduate,185,595,0,23.717948717948715,76.28205128205127,0.0
357,10006840.0,The University of Birmingham,England,2018/19,Postgraduate (research),1400,1575,0,47.05882352941176,52.94117647058824,0.0
358,10006840.0,The University of Birmingham,England,2018/19,Postgraduate (taught),5935,3595,0,62.277019937040926,37.722980062959074,0.0
359,10006841.0,The University of Bolton,England,2018/19,All,4190,2755,5,60.28776978417266,39.64028776978417,0.07194244604316546
360,10006841.0,The University of Bolton,England,2018/19,All postgraduate,755,585,0,56.343283582089555,43.656716417910445,0.0
361,10006841.0,The University of Bolton,England,2018/19,All undergraduate,3435,2165,0,61.339285714285715,38.660714285714285,0.0
362,10006841.0,The University of Bolton,England,2018/19,First degree,2605,1865,0,58.277404921700224,41.722595078299776,0.0
363,10006841.0,The University of Bolton,England,2018/19,Other undergraduate,830,305,0,73.12775330396477,26.87224669603524,0.0
364,10006841.0,The University of Bolton,England,2018/19,Postgraduate (research),100,180,0,35.714285714285715,64.28571428571429,0.0
365,10006841.0,The University of Bolton,England,2018/19,Postgraduate (taught),655,405,0,61.79245283018868,38.20754716981132,0.0
366,10006842.0,The University of Liverpool,England,2018/19,All,16255,13445,0,54.73063973063973,45.26936026936027,0.0
367,10006842.0,The University of Liverpool,England,2018/19,All postgraduate,3885,3080,0,55.778894472361806,44.221105527638194,0.0
368,10006842.0,The University of Liverpool,England,2018/19,All undergraduate,12370,10365,0,54.40950076973829,45.59049923026171,0.0
369,10006842.0,The University of Liverpool,England,2018/19,First degree,12305,10310,0,54.41078929913774,45.58921070086226,0.0
370,10006842.0,The University of Liverpool,England,2018/19,Other undergraduate,65,55,0,54.166666666666664,45.83333333333333,0.0
371,10006842.0,The University of Liverpool,England,2018/19,Postgraduate (research),1015,1140,0,47.09976798143852,52.90023201856149,0.0
372,10006842.0,The University of Liverpool,England,2018/19,Postgraduate (taught),2870,1940,0,59.66735966735966,40.33264033264034,0.0
373,10007114.0,University of the Highlands and Islands,Scotland,2018/19,All,5775,3730,25,60.59811122770199,39.1395592864638,0.26232948583420773
374,10007114.0,University of the Highlands and Islands,Scotland,2018/19,All postgraduate,715,370,5,65.59633027522935,33.94495412844037,0.45871559633027525
375,10007114.0,University of the Highlands and Islands,Scotland,2018/19,All undergraduate,5055,3360,15,59.9644128113879,39.8576512455516,0.1779359430604982
376,10007114.0,University of the Highlands and Islands,Scotland,2018/19,First degree,2725,1540,5,63.81733021077284,36.0655737704918,0.117096018735363
377,10007114.0,University of the Highlands and Islands,Scotland,2018/19,Other undergraduate,2335,1825,10,55.99520383693045,43.76498800959233,0.2398081534772182
378,10007114.0,University of the Highlands and Islands,Scotland,2018/19,Postgraduate (research),70,60,0,53.84615384615385,46.15384615384615,0.0
379,10007114.0,University of the Highlands and Islands,Scotland,2018/19,Postgraduate (taught),650,310,5,67.35751295336787,32.12435233160622,0.5181347150259068
380,10007137.0,The University of Chichester,England,2018/19,All,3435,2035,0,62.797074954296164,37.202925045703836,0.0
381,10007137.0,The University of Chichester,England,2018/19,All postgraduate,720,375,0,65.75342465753424,34.24657534246575,0.0
382,10007137.0,The University of Chichester,England,2018/19,All undergraduate,2715,1660,0,62.05714285714286,37.94285714285714,0.0
383,10007137.0,The University of Chichester,England,2018/19,First degree,2555,1580,0,61.78960096735187,38.21039903264813,0.0
384,10007137.0,The University of Chichester,England,2018/19,Other undergraduate,160,85,0,65.3061224489796,34.69387755102041,0.0
385,10007137.0,The University of Chichester,England,2018/19,Postgraduate (research),50,45,0,52.63157894736842,47.368421052631575,0.0
386,10007137.0,The University of Chichester,England,2018/19,Postgraduate (taught),670,330,0,67.0,33.0,0.0
387,10007138.0,The University of Northampton,England,2018/19,All,7680,4300,0,64.10684474123539,35.89315525876461,0.0
388,10007138.0,The University of Northampton,England,2018/19,All postgraduate,1520,810,0,65.23605150214593,34.763948497854074,0.0
389,10007138.0,The University of Northampton,England,2018/19,All undergraduate,6160,3495,0,63.80113930605904,36.198860693940965,0.0
390,10007138.0,The University of Northampton,England,2018/19,First degree,5530,3150,0,63.70967741935484,36.29032258064516,0.0
391,10007138.0,The University of Northampton,England,2018/19,Other undergraduate,630,345,0,64.61538461538461,35.38461538461539,0.0
392,10007138.0,The University of Northampton,England,2018/19,Postgraduate (research),140,95,0,59.57446808510638,40.42553191489361,0.0
393,10007138.0,The University of Northampton,England,2018/19,Postgraduate (taught),1380,710,0,66.02870813397129,33.97129186602871,0.0
394,10007139.0,University of Worcester,England,2018/19,All,7030,3050,0,69.7420634920635,30.257936507936506,0.0
395,10007139.0,University of Worcester,England,2018/19,All postgraduate,1145,520,0,68.76876876876878,31.23123123123123,0.0
396,10007139.0,University of Worcester,England,2018/19,All undergraduate,5880,2525,0,69.95835812016657,30.04164187983343,0.0
397,10007139.0,University of Worcester,England,2018/19,First degree,4455,2220,0,66.74157303370787,33.258426966292134,0.0
398,10007139.0,University of Worcester,England,2018/19,Other undergraduate,1425,310,0,82.13256484149855,17.86743515850144,0.0
399,10007139.0,University of Worcester,England,2018/19,Postgraduate (research),80,50,0,61.53846153846154,38.46153846153847,0.0
400,10007139.0,University of Worcester,England,2018/19,Postgraduate (taught),1065,475,0,69.15584415584416,30.844155844155846,0.0
401,10007140.0,Birmingham City University,England,2018/19,All,16245,9595,15,62.83117385418681,37.11081028814542,0.05801585766776252
402,10007140.0,Birmingham City University,England,2018/19,All postgraduate,3275,2100,0,60.93023255813953,39.06976744186046,0.0
403,10007140.0,Birmingham City University,England,2018/19,All undergraduate,12965,7495,15,63.321123321123316,36.6056166056166,0.07326007326007326
404,10007140.0,Birmingham City University,England,2018/19,First degree,11080,6920,15,61.50430197058008,38.41243408270885,0.08326394671107411
405,10007140.0,Birmingham City University,England,2018/19,Other undergraduate,1885,580,5,76.31578947368422,23.481781376518217,0.20242914979757085
406,10007140.0,Birmingham City University,England,2018/19,Postgraduate (research),250,225,0,52.63157894736842,47.368421052631575,0.0
407,10007140.0,Birmingham City University,England,2018/19,Postgraduate (taught),3025,1875,0,61.73469387755102,38.265306122448976,0.0
408,10007141.0,The University of Central Lancashire,England,2018/19,All,13530,9635,0,58.4070796460177,41.5929203539823,0.0
409,10007141.0,The University of Central Lancashire,England,2018/19,All postgraduate,3335,2320,0,58.97435897435898,41.02564102564102,0.0
410,10007141.0,The University of Central Lancashire,England,2018/19,All undergraduate,10195,7310,0,58.24050271351042,41.75949728648957,0.0
411,10007141.0,The University of Central Lancashire,England,2018/19,First degree,8965,6800,0,56.86647637170948,43.13352362829052,0.0
412,10007141.0,The University of Central Lancashire,England,2018/19,Other undergraduate,1230,510,0,70.6896551724138,29.310344827586203,0.0
413,10007141.0,The University of Central Lancashire,England,2018/19,Postgraduate (research),325,295,0,52.41935483870967,47.58064516129033,0.0
414,10007141.0,The University of Central Lancashire,England,2018/19,Postgraduate (taught),3010,2025,0,59.78152929493545,40.21847070506455,0.0
415,10007143.0,University of Durham,England,2018/19,All,10250,8775,0,53.87647831800263,46.12352168199737,0.0
416,10007143.0,University of Durham,England,2018/19,All postgraduate,2660,2045,0,56.5356004250797,43.4643995749203,0.0
417,10007143.0,University of Durham,England,2018/19,All undergraduate,7585,6735,0,52.967877094972074,47.03212290502793,0.0
418,10007143.0,University of Durham,England,2018/19,First degree,7565,6710,0,52.99474605954466,47.00525394045535,0.0
419,10007143.0,University of Durham,England,2018/19,Other undergraduate,20,25,0,44.44444444444444,55.55555555555556,0.0
420,10007143.0,University of Durham,England,2018/19,Postgraduate (research),655,840,0,43.812709030100336,56.187290969899664,0.0
421,10007143.0,University of Durham,England,2018/19,Postgraduate (taught),2005,1200,0,62.558502340093604,37.441497659906396,0.0
422,10007144.0,The University of East London,England,2018/19,All,8240,5155,5,61.49253731343284,38.47014925373134,0.0373134328358209
423,10007144.0,The University of East London,England,2018/19,All postgraduate,2280,1365,0,62.55144032921811,37.4485596707819,0.0
424,10007144.0,The University of East London,England,2018/19,All undergraduate,5960,3790,0,61.128205128205124,38.871794871794876,0.0
425,10007144.0,The University of East London,England,2018/19,First degree,5775,3670,0,61.143462149285334,38.85653785071466,0.0
426,10007144.0,The University of East London,England,2018/19,Other undergraduate,180,120,0,60.0,40.0,0.0
427,10007144.0,The University of East London,England,2018/19,Postgraduate (research),175,145,0,54.6875,45.3125,0.0
428,10007144.0,The University of East London,England,2018/19,Postgraduate (taught),2105,1220,0,63.30827067669173,36.69172932330827,0.0
429,10007145.0,University of Gloucestershire,England,2018/19,All,4835,3405,20,58.53510895883777,41.222760290556906,0.24213075060532688
430,10007145.0,University of Gloucestershire,England,2018/19,All postgraduate,935,535,5,63.389830508474574,36.271186440677965,0.3389830508474576
431,10007145.0,University of Gloucestershire,England,2018/19,All undergraduate,3900,2870,15,57.47973470891673,42.299189388356666,0.2210759027266028
432,10007145.0,University of Gloucestershire,England,2018/19,First degree,3635,2770,15,56.61993769470405,43.14641744548287,0.23364485981308408
433,10007145.0,University of Gloucestershire,England,2018/19,Other undergraduate,260,100,0,72.22222222222221,27.77777777777778,0.0
434,10007145.0,University of Gloucestershire,England,2018/19,Postgraduate (research),115,110,0,51.11111111111111,48.888888888888886,0.0
435,10007145.0,University of Gloucestershire,England,2018/19,Postgraduate (taught),820,425,0,65.86345381526104,34.13654618473896,0.0
436,10007146.0,The University of Greenwich,England,2018/19,All,11100,7845,0,58.59065716547902,41.40934283452098,0.0
437,10007146.0,The University of Greenwich,England,2018/19,All postgraduate,2525,1985,0,55.98669623059867,44.01330376940133,0.0
438,10007146.0,The University of Greenwich,England,2018/19,All undergraduate,8575,5855,0,59.424809424809425,40.575190575190575,0.0
439,10007146.0,The University of Greenwich,England,2018/19,First degree,7640,5340,0,58.85978428351309,41.14021571648691,0.0
440,10007146.0,The University of Greenwich,England,2018/19,Other undergraduate,935,515,0,64.48275862068965,35.51724137931034,0.0
441,10007146.0,The University of Greenwich,England,2018/19,Postgraduate (research),195,190,0,50.649350649350644,49.35064935064935,0.0
442,10007146.0,The University of Greenwich,England,2018/19,Postgraduate (taught),2325,1795,0,56.432038834951456,43.567961165048544,0.0
443,10007147.0,University of Hertfordshire,England,2018/19,All,14010,10270,0,57.701812191103784,42.29818780889621,0.0
444,10007147.0,University of Hertfordshire,England,2018/19,All postgraduate,3875,2260,0,63.16218418907905,36.837815810920944,0.0
445,10007147.0,University of Hertfordshire,England,2018/19,All undergraduate,10135,8010,0,55.855607605400934,44.144392394599066,0.0
446,10007147.0,University of Hertfordshire,England,2018/19,First degree,9160,7470,0,55.08117859290439,44.91882140709561,0.0
447,10007147.0,University of Hertfordshire,England,2018/19,Other undergraduate,975,535,0,64.56953642384106,35.430463576158935,0.0
448,10007147.0,University of Hertfordshire,England,2018/19,Postgraduate (research),300,240,0,55.55555555555556,44.44444444444444,0.0
449,10007147.0,University of Hertfordshire,England,2018/19,Postgraduate (taught),3575,2025,0,63.83928571428571,36.160714285714285,0.0
450,10007148.0,The University of Huddersfield,England,2018/19,All,9840,7450,0,56.91150954308849,43.08849045691151,0.0
451,10007148.0,The University of Huddersfield,England,2018/19,All postgraduate,2185,1425,0,60.526315789473685,39.473684210526315,0.0
452,10007148.0,The University of Huddersfield,England,2018/19,All undergraduate,7655,6025,0,55.95760233918129,44.042397660818715,0.0
453,10007148.0,The University of Huddersfield,England,2018/19,First degree,7170,5855,0,55.047984644913626,44.952015355086374,0.0
454,10007148.0,The University of Huddersfield,England,2018/19,Other undergraduate,485,165,0,74.61538461538461,25.384615384615383,0.0
455,10007148.0,The University of Huddersfield,England,2018/19,Postgraduate (research),555,585,0,48.68421052631579,51.31578947368421,0.0
456,10007148.0,The University of Huddersfield,England,2018/19,Postgraduate (taught),1630,845,0,65.85858585858585,34.14141414141414,0.0
457,10007149.0,The University of Hull,England,2018/19,All,9130,6945,20,56.725691208449824,43.15004659832246,0.12426219322771047
458,10007149.0,The University of Hull,England,2018/19,All postgraduate,1670,1180,0,58.59649122807018,41.40350877192983,0.0
459,10007149.0,The University of Hull,England,2018/19,All undergraduate,7460,5765,15,56.34441087613293,43.542296072507554,0.11329305135951663
460,10007149.0,The University of Hull,England,2018/19,First degree,6380,5605,15,53.166666666666664,46.708333333333336,0.125
461,10007149.0,The University of Hull,England,2018/19,Other undergraduate,1080,160,0,87.09677419354838,12.903225806451612,0.0
462,10007149.0,The University of Hull,England,2018/19,Postgraduate (research),340,345,0,49.63503649635037,50.36496350364964,0.0
